doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,doc_id,article_id,title,year,source_database,genus_raw,genus_for_stm,mentioned_genera,journal,doi
270,0.002691839944249042,4.6938881884440954e-4,5.0674709756303686e-5,0.0011985242077269596,0.9921730991366899,5.419713936149855e-4,7.170352996738931e-4,6.729133698623606e-4,0.0011650804280466777,3.1947269153560933e-4,270,270,Cytogenetic characterization of Austroplebeia australis: evolutionary hints from a stingless bee outside the Neotropical region,2022,Scopus,Austroplebeia,Other_rare_genera,Austroplebeia,APIDOLOGIE,10.1007/s13592-022-00969-8
271,0.004441196946914259,0.6412021822539422,0.30341057827918494,0.008283175392110676,4.095968660749025e-5,0.01804066496231688,0.0017504075455292074,0.0022488972203459556,0.020481297135790066,1.0064057725838508e-4,271,271,Home Sweet Home: Yeasts Living in Substrates Associated with Melipona scutellaris in the Brazilian Atlantic Forest,2024,Scopus,Melipona,Melipona,Melipona,SOCIOBIOLOGY,10.13102/sociobiology.v71i2.10359
272,0.008805647424384621,0.001769605729479558,0.2898692739479125,0.002131924362533228,7.001454195114329e-4,0.008045385499007164,0.35445137153700734,0.3218112660842597,0.0102750423423559,0.002140337653548561,272,272,Gene Flow from Wild to Managed Colonies in the Stingless Bee Scaptotrigona Mexicana and an Update on its Mating Frequency,2021,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,JOURNAL OF APICULTURAL SCIENCE,10.2478/jas-2021-0020
273,0.9086681670299794,1.7116113975231407e-4,0.0014985238238304254,0.0613898679690129,0.0048365023355972,0.012472331471589765,0.005648306364826684,0.005009189120515635,7.590593256448372e-5,2.300448123309416e-4,273,273,A molecular phylogeny of the stingless bee genus Melipona (Hymenoptera: Apidae),2010,Scopus,Melipona,Melipona,Melipona,MOLECULAR PHYLOGENETICS AND EVOLUTION,10.1016/j.ympev.2010.04.026
274,0.0050908914573760955,0.0032526775062579993,0.003439810583588638,0.10640897540387426,0.001398503559766404,0.8753099796918705,0.003656521676832329,7.073296708337923e-4,6.794510035200641e-5,6.673653492479787e-4,274,274,Conserved numts mask a highly divergent mitochondrial-COI gene in a species complex of Australian stingless bees Tetragonula (Hymenoptera: Apidae),2019,Scopus,Multiple,Multiple,Melipona; Tetragonula,"MITOCHONDRIAL DNA PART A: DNA MAPPING, SEQUENCING, AND ANALYSIS",10.1080/24701394.2019.1665036
275,0.7974768254903413,4.844964279072717e-5,2.199641068822786e-4,0.004290489530360837,0.16945381917376273,0.007486884725232977,0.015290929252259501,0.003099808265219496,2.2276473394338938e-4,0.0024100650792067166,275,275,Genome size variation in Melipona species (Hymenoptera: Apidae) and sub-grouping by their DNA content,2010,Scopus,Melipona,Melipona,Melipona,APIDOLOGIE,10.1051/apido/20010023
276,0.019191689225419056,0.0010984255378910987,6.428888916984805e-4,0.010671588464798416,0.9484948498347775,0.005335788687500811,0.008793729181682385,0.0029990026595353475,0.0016503358727092126,0.0011217016439878504,276,276,"Comparative cytogenetic analysis of three species of the genus Partamona (Apidae, Meliponini)",2021,Scopus,Partamona,Partamona,Partamona,APIDOLOGIE,10.1007/s13592-020-00798-7
277,0.4915755978948631,5.042629605606012e-4,0.030983531611542395,0.003733574702810518,0.005060204410193749,0.04763379682859765,0.41516134515516273,0.0030352397687597047,0.0011140915191625341,0.0011983551483472586,277,277,Integrative approach untangles the misconceptions about the range and identity of two stingless bees from the Brazilian semiarid region,2020,Scopus,Melipona,Melipona,Melipona,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2019.1673594
278,0.004745476637071411,0.0071878393792273705,0.014461498831194696,0.0026450428643826716,7.736335708139463e-4,9.236798587976421e-4,0.0035075791997279597,0.6973119865519921,0.2678544964956797,5.887666111122019e-4,278,278,Sugar response and gustatory gene expression in the stingless bee Tetragonisca fiebrigi,2025,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2025.104818
279,0.004270440146910624,0.0013289444882519518,0.004266419608193805,0.049540688587606886,0.0021070934422532423,0.09800822615285158,0.02313129010998708,0.8143892371490257,3.534030821815817e-4,0.002604257232737765,279,279,"Characterization of antennal sensilla, larvae morphology and olfactory genes of Melipona scutellaris stingless bee",2017,Scopus,Melipona,Melipona,Melipona,PLOS ONE,10.1371/journal.pone.0174857
280,0.0026350515752006525,6.385973145005068e-4,8.178596956251163e-4,0.011481706604861504,0.008600290840420707,0.49384073056140704,0.02886899024659273,0.0038061102380242203,4.1459243844119793e-4,0.44889607048492625,280,280,Detection of mitochondrial DNA restriction site differences between the subspecies of Melipona quadrifasciata Lepeletier (Hymenoptera: Apidae: Meliponini); [Detecção de diferenças no padrão de restrição do DNA mitocondrial entre duas subespécies de Melipona quadrifasciata Lepeletier (Hymenoptera: Apidae: Meliponini)],2005,Scopus,Melipona,Melipona,Melipona,NEOTROPICAL ENTOMOLOGY,10.1590/s1519-566x2005000300004
281,0.0015275916573142382,1.0080926481851602e-4,7.87749811909305e-4,9.860117338588853e-4,0.0011303986058794934,6.885626750977278e-4,0.003760998632238859,0.9891574597154832,2.651552963384023e-4,0.001595262607061189,281,281,"Gene copy number and differential gene expression in haploid and diploid males of the stingless bee, Melipona quadrifasciata",2012,Scopus,Melipona,Melipona,Melipona,INSECTES SOCIAUX,10.1007/s00040-012-0259-1
282,0.012176569700735284,1.7297451045592067e-4,0.011354576366559248,0.21613078661957386,0.007334272049808416,0.39668968248901465,0.27222808847228125,0.04214899573797786,1.373748505894403e-7,0.04176391667874301,282,282,Microsatellite loci for stingless bees,1998,Scopus,Melipona,Melipona,Melipona,MOLECULAR ECOLOGY,
283,0.003850337812105254,5.51597042517706e-5,0.022320772769749923,9.239376987145892e-5,1.0133040553651358e-4,0.008241421718887807,0.9587472852635616,0.0032264311380059713,4.3840492914055794e-4,0.00292646248888909,283,283,Genetic diversity in nannotrigona testaceicornis (Hymenoptera: Apidae) aggregations in southeastern Brazil,2017,Scopus,Nannotrigona,Other_rare_genera,Nannotrigona,JOURNAL OF INSECT SCIENCE,10.1093/jisesa/iew101
284,0.0020968855930570806,4.096572262653491e-5,1.651163571140786e-5,0.0010842353920221819,0.9867008648442477,0.002174465019861453,6.906981911063659e-4,0.0011398546968150883,4.451971768680071e-6,0.006051066932783208,284,284,"DNA characterization and karyotypic evolution in the bee genus Melipona (Hymenoptera, Meliponini)",2002,Scopus,Multiple,Multiple,Melipona; Scaptotrigona,HEREDITAS,10.1034/j.1601-5223.2002.1360104.x
285,0.909070274216804,8.145472398710038e-4,0.0038064829347359856,0.005986993555613806,0.020048717042310434,0.0024311598014381507,0.010924377342193693,0.04529595894464885,0.0015451400158655974,7.63489065186139e-5,285,285,Recombination mapping of the Brazilian stingless bee Frieseomelitta varia confirms high recombination rates in social hymenoptera,2021,Scopus,Frieseomelitta,Frieseomelitta,Frieseomelitta,BMC GENOMICS,10.1186/s12864-021-07987-3
286,0.009866445379956991,0.008558921073710623,0.11800418244366653,0.016333730784129228,0.0010233456864112258,0.8163143005255907,0.02232460522632731,0.002523981698107103,0.003023418656117847,0.0020270685259822937,286,286,Diagnostics of wild stingless bees from northeast india,2020,Scopus,Multiple,Multiple,Lepidotrigona; Tetragonula,INDIAN JOURNAL OF ENTOMOLOGY,10.5958/0974-8172.2020.00076.0
287,0.002239688682279339,6.91212993468808e-4,0.0027202923382669956,0.0013036559675111562,0.0031341777374181237,0.39713939498115963,0.22346421407702785,0.0026823646798806154,2.06446309727728e-4,0.36641855223325964,287,287,Preliminary molecular characterization of Angelita Bees (Tetragonisca Angustula) from Guarico state through RAPD markers; [Caracterización molecular preliminar de abejas Angelita (Tetragonisca Angustula) del estado Guárico mediante marcadores moleculares RAPD],2014,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,ZOOTECNIA TROPICAL,
288,0.008564779963313262,2.6111362408979145e-4,0.0036504054932962847,0.08264524404872839,8.915759491635942e-4,0.7782237090688895,0.11655545952286323,0.0016646733792964775,4.68657481377861e-6,0.007538352375545095,288,288,Molecular identification of Amazonian stingless bees using polymerase chain reaction single-strand conformation polymorphism,2014,Scopus,Multiple,Multiple,Melipona; Scaptotrigona; Trigona,GENETICS AND MOLECULAR RESEARCH,10.4238/2014.july.25.4
289,0.002387366095011461,0.004641206621600875,0.8947493634176579,0.003977647658113858,2.734644747626198e-6,0.08434429927913807,0.006166941636037731,6.715250305298077e-4,0.0030068014004056396,5.211421675606072e-5,289,289,The first ITS2 sequence data set of eDNA from honey of Malaysian giant honeybees (Apis dorsata) and stingless bees (Heterotrigona itama) reveals plant species diversity,2023,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,BMC RESEARCH NOTES,10.1186/s13104-023-06495-9
290,0.09562192766857838,2.6679669970164555e-4,0.00784845839992289,0.004101866027779509,0.005661873087777478,0.16871469354856342,0.7052924648676236,0.006078076822292118,0.00032758189713700566,0.0060862609806243174,290,290,"Morphological, chemical, and molecular analyses differentiate populations of the subterranean nesting stingless bee Mourella caerulea (Apidae: Meliponini)",2018,Scopus,Mourella,Other_rare_genera,Mourella,APIDOLOGIE,10.1007/s13592-018-0563-5
291,0.005088158933383912,0.006476101427209853,0.4300854875611548,0.004105342083135653,5.645160901843837e-5,0.24658875502492197,0.056999365919364275,0.0030645789647283017,0.24324103316856857,0.004294725308514175,291,291,Pot-pollen DNA barcoding as a tool to determine the diversity of plant species visited by Ecuadorian stingless bees,2025,Scopus,Multiple,Multiple,Melipona; Scaptotrigona; Tetragonisca,PLOS ONE,10.1371/journal.pone.0323306
292,0.08613269254238412,6.139753786074796e-4,0.006880749846395955,0.009373524823989053,0.0023845294032242667,0.6920896078861971,0.19755890804648568,0.0013404392129802022,1.3769670293818192e-4,0.003487876156797343,292,292,Phylogenetic relationships of heterotrigona itama in Malaysia based on COI DNA sequences,2018,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,SERANGGA,
293,1.0767713372849044e-5,3.573172196472368e-4,4.683782556721101e-4,1.0793796076202917e-5,0.002244405683696419,0.0036041106090233515,0.005221772861825259,0.002450824384544246,2.450486700905492e-6,0.9856291789894415,293,293,Isoenzymes related to flight activity in Tetragonisca angustula (Hymenoptera:Apidae:Meliponinae): Evidence of postranslational modification of the hexokinase and detection of new glycerol-3-phosphate dehydrogenase variants,1995,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,BIOCHEMICAL GENETICS,10.1007/bf00554595
294,0.00468650074439892,8.17561321310502e-4,0.15411830152170858,0.0013325248696984427,0.004686231629962682,0.003972310006671561,0.18879418668799247,0.5948682396777214,8.824581113526679e-6,0.04671531895942189,294,294,Sex determination in bees XXI. Number of xo-heteroalleles in a natural population of Melipona compressipes fasciculata (Apidae),1987,Scopus,Melipona,Melipona,Melipona,INSECTES SOCIAUX,10.1007/bf02224359
295,0.19534683876911266,5.811857274248082e-4,0.05473749027803582,0.006857709922955619,0.001613444712653956,0.1769360536774046,0.5446589407536159,0.01167854463934047,1.7422563664604908e-4,0.007415565882810727,295,295,"Evidence of at least two evolutionary lineages in Melipona subnitida (Apidae, Meliponini) suggested by mtDNA variability and geometric morphometrics of forewings",2014,Scopus,Melipona,Melipona,Melipona,NATURWISSENSCHAFTEN,10.1007/s00114-013-1123-5
296,0.0012409317509803192,0.6994645373498747,0.00919260839167118,0.0012294371017990864,9.791050246565197e-4,0.0023220970413577358,2.2549668402289128e-4,0.0024093910878754637,0.28275308005270117,1.8331551506168707e-4,296,296,"Bacteria, yeasts, and fungi associated with larval food of Brazilian native stingless bees",2023,Scopus,Multiple,Multiple,Frieseomelitta; Melipona; Tetragonisca,SCIENTIFIC REPORTS,10.1038/s41598-023-32298-w
297,0.004268938159025137,1.4268241898572804e-5,0.0012942450433239018,7.818836761808125e-4,0.0011387566369361157,0.16045022099940234,0.6485863979368864,0.0020206947491796315,2.2196887977348956e-4,0.18122262567739367,297,297,"Variation and genetic structure of Melipona quadrifasciata Lepeletier (Hymenoptera, Apidae) populations based on ISSR pattern",2010,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010005000052
298,0.0066763192941318205,2.103940668070188e-5,0.05308404320317537,1.845819549503282e-4,8.092912039633178e-5,0.012953312538871343,0.9084965918919647,0.004376745773354693,0.0012516587704655521,0.012874778046009469,298,298,Isolation and characterization of microsatellite loci in the stingless bee Melipona interrupta manaosensis (Apidae: Meliponini),2010,Scopus,Melipona,Melipona,Melipona,CONSERVATION GENETICS RESOURCES,10.1007/s12686-009-9130-8
299,0.0032413874634081518,0.09864013161120647,0.007973863203471756,0.0010617330747788672,0.0804415083718784,0.0012850187466740476,0.0031491818532725048,0.015805113612483088,0.6668542264150263,0.12154783564780056,299,299,Development of polyploidy in silk glands of Melipona quadrifasciata anthidioides Lep. (Hym. apoidea) during the larval stage,1969,Scopus,Melipona,Melipona,Melipona,JOURNAL OF EXPERIMENTAL ZOOLOGY,10.1002/jez.1401700203
300,0.002932499816110229,4.8656318140306024e-4,4.2642779989218724e-5,0.0016343212539035332,0.9920959005672071,5.27901177201974e-4,4.110275544283521e-4,4.4256787976856024e-4,0.0012135832468440915,2.129925431447601e-4,300,300,Supernumerary B Chromosomes of Tetragonisca fiebrigi Share Repeat Content with Standard Chromosome Set of both T. fiebrigi and Tetragonisca angustula (Apidae: Meliponini),2023,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,CYTOGENETIC AND GENOME RESEARCH,10.1159/000533431
301,0.4286125482076746,0.004413833385629377,0.160429521420756,0.3848378272425607,6.044379747689936e-4,0.00802270104402138,0.005324102025294059,0.005338662058496737,0.0024015087693390626,1.4857871459443177e-5,301,301,The genomes sequenced for the neotropical stingless bees Scaptotrigona bipunctata and S. depilis strengthen the phylogenomics support for the taxonomy of social bees,2025,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,GENETICS AND MOLECULAR BIOLOGY,10.1590/1678-4685-gmb-2024-0255
302,0.005235057335271795,1.5673551707950088e-5,0.003070314868050514,1.9032663001201952e-4,2.767450613976686e-4,0.013373713721740545,0.9688466573095169,0.003651704407012197,5.9497776195194446e-5,0.005280309339095056,302,302,Risk of local extinction and genetic diversity of Melipona quadrifasciata (Apidae: Meliponini) in a possible northeastern limit of its distribution in Brazil,2016,Scopus,Melipona,Melipona,Melipona,SOCIOBIOLOGY,10.13102/sociobiology.v63i2.946
303,0.0033469458627856034,1.0153936720287223e-4,0.004152242384851104,2.441639109835583e-4,0.002710502681143265,0.011154394268644747,0.7876661532629233,0.062215677446733515,5.45726312882723e-4,0.12786265450184947,303,303,Genetic variability of stingless bees Melipona mondury Smith and Melipona quadrifasciata Lepeletier (Hymenoptera: Apidae) from a meliponary,2014,Scopus,Melipona,Melipona,Melipona,SOCIOBIOLOGY,10.13102/sociobiology.v61i3.313-317
304,0.0013635800397228397,0.008231676295078066,0.011354846315477514,0.1713997067877878,0.004864874110637006,0.7728416669065489,0.0028988635148888353,0.00420835160031453,6.163216989056164e-8,0.022836372797374636,304,304,Enzymatic amplification and nucleotide sequencing of portions of the 18s rRNA gene of the bee Proplebeia dominicana (Apidae: Hymenoptera) isolated from 25-40 million year old Dominican amber,1992,Scopus,Proplebeia,Other_rare_genera,Proplebeia,MEDICAL SCIENCE RESEARCH,
305,0.002997287723224518,0.002641311047559241,0.0011643671321741194,0.9812087348101614,0.002669831156671518,0.0069566589694438725,3.3468504608551836e-4,0.0019212932289607908,9.085274689801454e-5,1.497813882044195e-5,305,305,Unusual mitochondrial tRNA rearrangements in stingless bee Tetragonula pagdeni and phylogenetic analysis,2022,Scopus,Multiple,Multiple,Lepidotrigona; Melipona; Tetragonula,ENTOMOLOGICAL SCIENCE,10.1111/ens.12526
306,0.0053167320211142035,1.5954827034961688e-4,0.012923348883685685,6.225996670610019e-4,5.72376246283878e-4,0.004040220701869097,0.3755010069050011,0.5959397523811577,7.925184546911016e-4,0.004131896468786965,306,306,Eusocial bee male aggregations: Spatially and temporally separated but genetically homogenous,2016,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,10.1111/eea.12407
